title,domestic_revenue,international_reveneue,world_revenue,distributor,opening_revenue,opening_theaters,budget,MPAA,genres,release_days
The Red Turtle,"$921,974","$5,669,815","$6,591,789",Sony Pictures Classics,"$21,010",127 theaters,N/A,PG,"Animation, Family, Fantasy","Jan 20, 2017"
Frantz,"$880,883","$6,597,471","$7,478,354",Music Box Films,"$18,745",106 theaters,N/A,PG-13,"Drama, History, Romance, War","Mar 15, 2017"
Tubelight,"$930,058","$3,720,398","$4,650,456",Yash Raj Films,"$930,058",338 theaters,N/A,N/A,"Drama, War","Jun 23, 2017"
Landline,"$940,854",N/A,"$940,854",Magnolia Pictures,"$52,555",144 theaters,N/A,R,"Comedy, Drama","Jul 21, 2017"
Last Flag Flying,"$965,481","$907,469","$1,872,950",Lionsgate,"$40,558",110 theaters,N/A,R,"Comedy, Drama, War","Nov 3, 2017"
Lucky,"$955,925","$1,772,521","$2,728,446",Magnolia Pictures,"$43,293",111 theaters,N/A,N/A,"Comedy, Drama","Sep 29, 2017"
The Eagle Huntress,"$3,169,351","$1,230,789","$4,400,140",Sony Pictures Classics,"$52,574",122 theaters,N/A,N/A,"Adventure, Documentary, Sport","Nov 2, 2016"
Hotchpotch Again,"$1,013,893","$1,043,436","$2,057,329",Reliance Films,"$1,013,893",265 theaters,N/A,N/A,"Action, Comedy, Fantasy, Horror","Oct 20, 2017"
Yu-Gi-Oh!: The Dark Side of Dimensions,"$1,015,339","$6,429,847","$7,445,186",Screenvision,"$656,756",552 theaters,N/A,PG,"Adventure, Animation, Drama, Fantasy","Jan 27, 2017"
Columbus,"$1,017,107","$75,970","$1,093,077",Independent,"$26,820",63 theaters,N/A,N/A,Drama,"Aug 4, 2017"
Casablanca,"$1,024,560",N/A,"$1,024,560",Fathom Events,"$596,068",725 theaters,"$950,000",PG,"Drama, Romance, War","Nov 12, 2017"
Wonderstruck,"$1,060,377","$2,225,539","$3,285,916",Roadside Attractions,"$65,882",261 theaters,N/A,PG,"Drama, Mystery","Oct 20, 2017"
Terminator 2: Judgment Day,"$1,037,809","$2,893,302","$3,931,111",Distrib Films,"$552,773",371 theaters,"$102,000,000",R,"Action, Sci-Fi","Aug 25, 2017"
Viceroy's House,"$1,105,717","$10,762,504","$11,868,221",IFC Films,"$48,134",116 theaters,N/A,N/A,"Biography, Drama, History, Romance","Sep 1, 2017"
The Battleship Island,"$1,104,957","$45,078,426","$46,183,383",CJ Entertainment,"$59,344",41 theaters,N/A,N/A,"Action, Drama, History","Jul 26, 2017"
Lady Macbeth,"$1,129,408","$4,272,039","$5,401,447",Roadside Attractions,"$64,537",131 theaters,N/A,R,"Drama, Romance","Jul 14, 2017"
Step,"$1,146,292","$6,547","$1,152,839",Fox Searchlight Pictures,"$146,488",306 theaters,N/A,PG,Documentary,"Aug 4, 2017"
The Trip to Spain,"$1,157,604","$831,237","$1,988,841",IFC Films,"$40,875",140 theaters,N/A,N/A,"Comedy, Drama","Aug 11, 2017"
Spirited Away,"$1,196,791",N/A,"$1,196,791",Fathom Events,"$903,896",632 theaters,N/A,PG,"Adventure, Animation, Family, Fantasy, Mystery","Oct 27, 2017"
The Square,"$1,502,347","$7,991,444","$9,493,791",Magnolia Pictures,"$74,233",70 theaters,N/A,R,"Comedy, Drama","Oct 27, 2017"
The Women's Balcony,"$1,200,885","$71,632","$1,272,517",Menemsha Films,"$16,620",34 theaters,N/A,N/A,"Comedy, Drama","Mar 3, 2017"
Steve McQueen: American Icon,"$1,229,782",N/A,"$1,229,782",Fathom Events,N/A,787 theaters,N/A,N/A,"Biography, Documentary","Sep 28, 2017"
True to the Game,"$1,231,040",N/A,"$1,231,040",Faith Media Distribution,"$472,436",461 theaters,N/A,R,"Crime, Thriller","Sep 8, 2017"
3 idiotas,"$1,249,233","$6,489,237","$7,738,470",Pantelion Films,"$609,249",349 theaters,N/A,PG-13,"Comedy, Family","Jun 2, 2017"
Chonda Pierce: Enough,"$1,260,116",N/A,"$1,260,116",Fathom Events,N/A,798 theaters,N/A,N/A,Documentary,"Apr 25, 2017"
The Sense of an Ending,"$1,274,420","$3,807,075","$5,081,495",CBS Films,"$39,692",282 theaters,N/A,PG-13,"Drama, Mystery","Mar 10, 2017"
Churchill,"$1,281,258","$5,443,107","$6,724,365",Cohen Media Group,"$408,891",215 theaters,N/A,PG,"Biography, Drama, History, War","Jun 2, 2017"
My Friend Dahmer,"$1,361,611","$75,140","$1,436,751",FilmRise,"$35,545",110 theaters,N/A,R,"Biography, Drama, Horror","Nov 3, 2017"
Personal Shopper,"$1,305,195","$1,535,213","$2,840,408",IFC Films,"$79,175",153 theaters,N/A,R,"Drama, Mystery, Thriller","Mar 10, 2017"
Wonder Wheel,"$1,404,061","$14,485,063","$15,889,124",Amazon Studios,"$125,570",536 theaters,N/A,PG-13,Drama,"Dec 1, 2017"
Julieta,"$1,490,948","$20,977,096","$22,468,044",Sony Pictures Classics,"$64,044",63 theaters,N/A,R,"Drama, Mystery, Romance","Dec 21, 2016"
The Dinner,"$1,323,312","$1,221,609","$2,544,921",The Orchard,"$653,944",505 theaters,N/A,R,"Crime, Drama, Thriller","May 5, 2017"
Toni Erdmann,"$1,479,387","$10,304,820","$11,784,207",Sony Pictures Classics,"$15,972",112 theaters,N/A,R,"Comedy, Drama","Dec 25, 2016"
The Wedding Plan,"$1,412,404","$129,941","$1,542,345",Roadside Attractions,"$31,658",123 theaters,N/A,PG,"Comedy, Romance","May 12, 2017"
Twins 2,"$1,431,255","$27,302,268","$28,733,523",FIP,"$638,045",192 theaters,N/A,N/A,"Action, Comedy","Sep 29, 2017"
Elle,"$2,341,534","$10,407,060","$12,748,594",Sony Pictures Classics,"$50,934",209 theaters,N/A,R,"Crime, Drama, Thriller","Nov 11, 2016"
Jane,"$1,723,379","$197,842","$1,921,221",Abramorama,"$58,348",96 theaters,N/A,PG,"Biography, Documentary","Oct 20, 2017"
Mully,"$1,489,771",N/A,"$1,489,771",Fathom Events,N/A,738 theaters,N/A,N/A,"Adventure, Biography, Documentary, Drama, Family","Oct 3, 2017"
Inhumans,"$1,521,787","$1,330,495","$2,852,282",IMAX,"$1,135,440",393 theaters,N/A,N/A,"Action, Adventure, Sci-Fi","Sep 1, 2017"
Sword Art Online the Movie: Ordinal Scale,"$1,522,976","$27,799,363","$29,322,339",Eleven Arts,"$196,454",621 theaters,N/A,N/A,"Action, Adventure, Animation, Fantasy, Sci-Fi","Mar 9, 2017"
A Taxi Driver,"$1,527,829","$84,725,111","$86,252,940",Well Go USA Entertainment,"$331,854",41 theaters,N/A,N/A,"Action, Drama, History","Aug 11, 2017"
Youth,"$1,891,956","$225,199,334","$227,091,290",China Lion Film Distribution,"$338,604",35 theaters,N/A,N/A,"Drama, Romance, War","Dec 15, 2017"
Genesis: Paradise Lost,"$1,575,000",N/A,"$1,575,000",Fathom Events,N/A,419 theaters,N/A,PG,Documentary,"Nov 13, 2017"
The Stray,"$1,579,440",N/A,"$1,579,440",Purdie Distribution,"$596,547",640 theaters,N/A,PG,"Drama, Family","Oct 6, 2017"
Professor Marston & the Wonder Women,"$1,584,759","$314,856","$1,899,615",Annapurna Pictures,"$736,883","1,229 theaters",N/A,R,"Biography, Drama, History","Oct 13, 2017"
A Ghost Story,"$1,596,371","$355,312","$1,951,683",A24,"$104,030",329 theaters,"$100,000",R,"Drama, Fantasy, Romance","Jul 7, 2017"
The Comedian,"$1,659,002",N/A,"$1,659,002",Sony Pictures Classics,"$10,723",848 theaters,N/A,R,"Comedy, Drama, Romance",N/A
Jolly LLB 2,"$1,654,254","$22,559,932","$24,214,186",FIP,"$774,355",173 theaters,N/A,N/A,"Comedy, Drama","Feb 10, 2017"
The Little Hours,"$1,647,175",N/A,"$1,647,175",Gunpowder & Sky,"$56,676",114 theaters,N/A,R,"Comedy, Romance","Jun 30, 2017"
When Harry Met Sejal,"$1,664,648","$13,695,720","$15,360,368",Yash Raj Films,"$1,284,740",280 theaters,N/A,N/A,"Comedy, Drama, Romance","Aug 4, 2017"
Slamma Jamma,"$1,687,000",N/A,"$1,687,000",River Rain Productions,"$1,687,000",502 theaters,N/A,PG,"Drama, Sport","Mar 24, 2017"
Menashe,"$1,703,036","$259,229","$1,962,265",A24,"$62,078",126 theaters,N/A,PG,Drama,"Jul 28, 2017"
Goodbye Christopher Robin,"$1,735,251","$5,666,698","$7,401,949",Fox Searchlight Pictures,"$57,917",262 theaters,N/A,PG,"Biography, Drama","Oct 13, 2017"
The Post,"$81,903,458","$97,865,999","$179,769,457",Twentieth Century Fox,"$526,011","2,851 theaters","$50,000,000",PG-13,Drama,N/A
The Last Word,"$1,783,421","$1,198,583","$2,982,004",Bleecker Street Media,"$31,630",380 theaters,N/A,R,"Comedy, Drama","Mar 3, 2017"
Free Fire,"$1,799,312","$1,920,071","$3,719,383",A24,"$994,431","1,070 theaters",N/A,R,"Action, Comedy, Crime, Thriller","Apr 21, 2017"
The Wall,"$1,803,064","$2,673,641","$4,476,705",Roadside Attractions,"$897,955",540 theaters,N/A,R,"Action, Drama, Thriller, War","May 12, 2017"
Toilet: A Love Story,"$1,830,715","$15,736,702","$17,567,417",Reliance Big Pictures,"$678,436",178 theaters,N/A,N/A,"Comedy, Drama","Aug 11, 2017"
Everybody Loves Somebody,"$1,915,789","$4,566,009","$6,481,798",Pantelion Films,"$924,201",333 theaters,N/A,PG-13,"Comedy, Romance","Feb 17, 2017"
A Quiet Passion,"$1,865,396","$2,293,850","$4,159,246",Music Box Films,"$45,825",135 theaters,N/A,PG-13,"Biography, Drama","Apr 14, 2017"
Badrinath Ki Dulhania,"$1,993,259","$24,141,050","$26,134,309",FIP,"$862,008",156 theaters,N/A,N/A,"Comedy, Drama, Romance","Mar 10, 2017"
Good Time,"$2,026,499","$1,256,870","$3,283,369",A24,"$125,101",721 theaters,N/A,R,"Crime, Drama, Thriller",N/A
Paterson,"$2,152,738","$7,435,544","$9,588,282",Bleecker Street Media,"$69,335",70 theaters,N/A,R,"Comedy, Drama, Romance","Dec 28, 2016"
Brad's Status,"$2,133,158","$1,683,369","$3,816,527",Annapurna Pictures,"$89,921",453 theaters,N/A,R,"Comedy, Drama, Music","Sep 15, 2017"
The Patriarch,"$2,156,047","$4,000,889","$6,156,936",Pantelion Films,"$978,894",312 theaters,N/A,PG-13,Comedy,"Jan 27, 2017"
The Lovers,"$2,194,521","$21,562","$2,216,083",A24,"$66,286",443 theaters,N/A,R,"Comedy, Drama, Romance","May 5, 2017"
Collide,"$2,280,004","$4,537,531","$6,817,535",Open Road Films (II),"$1,512,824","2,045 theaters",N/A,PG-13,"Action, Crime, Thriller","Feb 24, 2017"
The Killing of a Sacred Deer,"$2,291,901","$4,735,435","$7,027,336",A24,"$115,120",238 theaters,N/A,R,"Drama, Horror, Mystery, Thriller","Oct 20, 2017"
The Resurrection of Gavin Stone,"$2,303,792","$4,563","$2,308,355",BH Tilt,"$1,206,771",890 theaters,N/A,PG,"Comedy, Drama, Family, Romance","Jan 20, 2017"
Jeepers Creepers III,"$2,335,162","$1,682,690","$4,017,852",Screen Media Films,"$19,151",669 theaters,N/A,N/A,"Action, Horror, Mystery, Sci-Fi, Thriller","Sep 26, 2017"
The Salesman,"$2,402,067","$4,551,537","$6,953,604",Cohen Media Group,"$71,078",115 theaters,N/A,PG-13,Drama,"Jan 27, 2017"
Pokémon the Movie: I Choose You!,"$2,401,722","$35,150,422","$37,552,144",Fathom Events,N/A,789 theaters,N/A,N/A,"Action, Adventure, Animation, Family, Fantasy","Nov 5, 2017"
T2 Trainspotting,"$2,402,004","$39,279,742","$41,681,746",TriStar Pictures,"$170,575",331 theaters,"$18,000,000",R,Drama,"Mar 17, 2017"
"I, Tonya","$30,014,539","$23,924,758","$53,939,297",Neon,"$264,155","1,450 theaters",N/A,R,"Biography, Comedy, Drama, Sport",N/A
Tulip Fever,"$2,455,635","$6,748,914","$9,204,549",The Weinstein Company,"$1,158,017",772 theaters,N/A,R,"Drama, History, Romance","Sep 1, 2017"
LBJ,"$2,470,979","$39,172","$2,510,151",Electric Entertainment,"$1,110,565",659 theaters,N/A,R,"Biography, Drama, History","Nov 3, 2017"
Do It Like An Hombre,"$2,534,252","$11,076,000","$13,610,252",Pantelion Films,"$1,174,484",382 theaters,N/A,R,Comedy,"Sep 1, 2017"
IN OUR HANDS: Battle for Jerusalem,"$2,534,370",N/A,"$2,534,370",Fathom Events,N/A,733 theaters,N/A,N/A,Documentary,"May 23, 2017"
Disney's Newsies: The Broadway Musical!,"$2,545,060",N/A,"$2,545,060",Fathom Events,"$1,333,538",780 theaters,N/A,PG,Musical,"Feb 18, 2017"
Is Genesis History?,"$2,570,392",N/A,"$2,570,392",Fathom Events,N/A,704 theaters,N/A,N/A,Documentary,"Feb 23, 2017"
A Question of Faith,"$2,587,072",N/A,"$2,587,072",Pure Flix Entertainment,"$1,025,489",661 theaters,N/A,PG,Drama,"Sep 29, 2017"
Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,"$2,620,183","$564,201","$3,184,384",Fathom Events,"$2,620,183",532 theaters,N/A,N/A,Sport,"Aug 26, 2017"
My Cousin Rachel,"$2,716,368","$6,483,800","$9,200,168",Fox Searchlight Pictures,"$969,941",531 theaters,N/A,PG-13,"Drama, Mystery, Romance, Thriller","Jun 9, 2017"
Wolf Warrior 2,"$2,721,100","$867,604,339","$870,325,439",The H Collective,"$219,022",53 theaters,"$30,100,000",N/A,"Action, Adventure, Drama, Thriller, War","Jul 28, 2017"
Hacksaw Ridge,"$67,209,615","$113,241,303","$180,450,918",Lionsgate,"$15,190,758","2,971 theaters","$40,000,000",R,"Biography, Drama, History, War","Nov 4, 2016"
Doctor Strange,"$232,641,920","$445,076,475","$677,718,395",Walt Disney Studios Motion Pictures,"$85,058,311","3,882 theaters","$165,000,000",PG-13,"Action, Adventure, Fantasy, Sci-Fi","Nov 4, 2016"
Kedi,"$2,835,047","$2,202,876","$5,037,923",Oscilloscope,"$40,103",130 theaters,N/A,N/A,Documentary,"Feb 10, 2017"
The Oscar Nominated Short Films 2017: Live Action,"$2,835,355","$42,442","$2,877,797",Shorts International,"$692,399",272 theaters,N/A,N/A,Drama,"Feb 10, 2017"
Leap!,"$2,844,490","$81,352,927","$84,197,417",Entertainment One,"$181,091",237 theaters,N/A,PG,"Adventure, Animation, Comedy, Family, Music","Feb 24, 2017"
Ingrid Goes West,"$3,024,308","$122,523","$3,146,831",Neon,"$135,301",647 theaters,N/A,R,"Comedy, Drama",N/A
Colossal,"$3,029,287","$1,502,033","$4,531,320",Neon,"$120,226",327 theaters,N/A,R,"Comedy, Drama, Fantasy, Sci-Fi, Thriller","Apr 7, 2017"
Close Encounters of the Third Kind,"$3,100,479","$1,028","$3,101,507",Sony Pictures Entertainment (SPE),"$1,767,758",901 theaters,"$20,000,000",N/A,"Drama, Sci-Fi","Sep 1, 2017"
Raees,"$3,262,954","$5,165,236","$8,428,190",Zee TV,"$1,798,379",265 theaters,N/A,N/A,"Action, Crime, Drama","Jan 25, 2017"
Til Death Do Us Part,"$3,455,267",N/A,"$3,455,267",Novus,"$1,527,289",562 theaters,N/A,PG-13,Thriller,"Sep 29, 2017"
An Inconvenient Sequel: Truth to Power,"$3,496,795","$1,937,131","$5,433,926",Paramount Pictures,"$124,823",556 theaters,"$1,000,000",PG,Documentary,"Jul 28, 2017"
Trolls,"$153,707,064","$193,157,398","$346,864,462",Twentieth Century Fox,"$46,581,142","4,066 theaters","$125,000,000",PG,"Adventure, Animation, Comedy, Family, Fantasy, Musical","Nov 4, 2016"
Phoenix Forgotten,"$3,600,146",N/A,"$3,600,146",Cinelou Films,"$1,816,499","1,626 theaters","$2,800,000",PG-13,"Horror, Mystery, Sci-Fi, Thriller","Apr 21, 2017"
Their Finest,"$3,603,484","$8,993,778","$12,597,262",STX Entertainment,"$76,197",330 theaters,N/A,R,"Comedy, Drama, Romance, War","Apr 7, 2017"
Table 19,"$3,614,896","$1,427,118","$5,042,014",Fox Searchlight Pictures,"$1,597,928",868 theaters,N/A,PG-13,"Comedy, Drama, Romance","Mar 3, 2017"
A Monster Calls,"$3,740,823","$43,568,490","$47,309,313",Focus Features,"$30,909","1,523 theaters",N/A,PG-13,"Adventure, Drama, Family, Fantasy",N/A
Friend Request,"$3,759,078","$7,216,312","$10,975,390",Entertainment Studios Motion Pictures,"$2,002,863","2,573 theaters","$9,900,000",R,"Horror, Mystery, Thriller","Sep 22, 2017"
Norman,"$3,814,868","$2,402,699","$6,217,567",Sony Pictures Classics,"$99,211",373 theaters,N/A,R,"Drama, Thriller","Apr 14, 2017"
A United Kingdom,"$3,902,185","$10,557,145","$14,459,330",Fox Searchlight Pictures,"$66,510",317 theaters,N/A,PG-13,"Biography, Drama, History, Romance","Feb 10, 2017"
Sleight,"$3,986,245","$3,460","$3,989,705",BH Tilt,"$1,701,785",591 theaters,"$250,000",R,"Drama, Sci-Fi","Apr 28, 2017"
Dangal,"$12,391,761","$291,331,875","$303,723,636",UTV Motion Pictures,"$3,248,481",338 theaters,N/A,N/A,"Action, Biography, Drama, Sport","Dec 21, 2016"
The Hero,"$4,077,333","$24,366","$4,101,699",The Orchard,"$45,317",447 theaters,N/A,R,"Drama, Romance, Western","Jun 9, 2017"
Stronger,"$4,211,129","$4,292,529","$8,503,658",Roadside Attractions,"$1,611,040",645 theaters,N/A,R,"Biography, Drama",N/A
The Book of Henry,"$4,504,974","$91,731","$4,596,705",Focus Features,"$1,424,540",650 theaters,N/A,PG-13,"Crime, Drama, Thriller",N/A
Call Me by Your Name,"$18,095,701","$23,791,894","$41,887,595",Sony Pictures Classics,"$412,932",914 theaters,N/A,R,"Drama, Romance",N/A
Tiger Zinda Hai,"$5,560,921","$81,759,079","$87,320,000",Yash Raj Films,"$1,787,108",299 theaters,"$20,470,000",N/A,"Action, Adventure, Thriller","Dec 22, 2017"
A Beautiful Planet,"$15,650,615","$10,079,505","$25,730,120",IMAX,"$223,983",155 theaters,N/A,N/A,Documentary,"Apr 29, 2016"
Office Christmas Party,"$54,767,494","$59,733,805","$114,501,299",Paramount Pictures,"$16,890,204","3,210 theaters","$45,000,000",R,Comedy,"Dec 9, 2016"
Your Name.,"$5,017,246","$352,968,841","$357,986,087",FUNimation Entertainment,"$1,813,781",311 theaters,N/A,PG,"Animation, Drama, Fantasy, Romance","Apr 7, 2017"
The Florida Project,"$5,904,366","$5,066,932","$10,971,298",A24,"$157,553",229 theaters,N/A,R,Drama,"Oct 6, 2017"
Molly's Game,"$28,780,744","$30,503,271","$59,284,015",STX Entertainment,"$2,349,967","1,708 theaters",N/A,R,"Biography, Crime, Drama",N/A
20th Century Women,"$5,664,764","$1,550,042","$7,214,806",A24,"$111,200",650 theaters,N/A,R,"Comedy, Drama",N/A
The Man Who Invented Christmas,"$5,676,486","$2,440,819","$8,117,305",Bleecker Street Media,"$1,357,129",720 theaters,N/A,PG,"Biography, Comedy, Drama",N/A
Paris Can Wait,"$5,617,731","$7,585,810","$13,203,541",Sony Pictures Classics,"$98,850",447 theaters,N/A,PG,"Comedy, Drama, Romance","May 12, 2017"
Suburbicon,"$5,775,178","$6,976,489","$12,751,667",Paramount Pictures,"$2,840,246","2,046 theaters",N/A,R,"Comedy, Crime, Drama, Thriller","Oct 27, 2017"
All Saints,"$5,802,208","$140,357","$5,942,565",Affirm Films,"$1,514,278",846 theaters,"$2,000,000",PG,Drama,"Aug 25, 2017"
Just Getting Started,"$6,069,605","$1,564,417","$7,634,022",Broad Green Pictures,"$3,201,459","2,161 theaters","$22,000,000",PG-13,"Comedy, Crime","Dec 8, 2017"
Loving Vincent,"$6,735,118","$35,452,547","$42,187,665",Good Deed Entertainment,"$23,180",218 theaters,N/A,PG-13,"Animation, Biography, Crime, Drama, Family, Mystery","Sep 22, 2017"
Maudie,"$6,170,998","$3,562,934","$9,733,932",Sony Pictures Classics,"$45,920",233 theaters,N/A,PG-13,"Biography, Drama, Romance","Apr 14, 2017"
Lowriders,"$6,303,560","$8,473","$6,312,033",BH Tilt,"$2,403,885",365 theaters,N/A,PG-13,"Adventure, Crime, Drama","May 12, 2017"
Same Kind of Different as Me,"$6,423,605",N/A,"$6,423,605",Pure Flix Entertainment,"$2,591,985","1,362 theaters",N/A,PG-13,"Biography, Drama","Oct 20, 2017"
Collateral Beauty,"$31,016,021","$57,512,259","$88,528,280",Warner Bros.,"$7,102,085","3,028 theaters","$36,000,000",PG-13,"Drama, Romance","Dec 16, 2016"
The Snowman,"$6,700,035","$36,455,226","$43,155,261",Universal Pictures,"$3,372,565","1,815 theaters","$35,000,000",R,"Crime, Drama, Thriller","Oct 20, 2017"
Silence,"$7,100,177","$16,734,632","$23,834,809",Paramount Pictures,"$130,880","1,580 theaters",N/A,R,"Drama, History",N/A
Birth of the Dragon,"$6,901,965","$313,062","$7,215,027",BH Tilt,"$2,702,430","1,633 theaters",N/A,PG-13,"Action, Biography, Drama","Aug 25, 2017"
Beatriz at Dinner,"$7,115,854","$309,537","$7,425,391",Roadside Attractions,"$141,959",683 theaters,N/A,R,"Comedy, Drama",N/A
I Am Not Your Negro,"$7,123,919","$1,221,379","$8,345,298",Magnolia Pictures,"$686,378",320 theaters,N/A,PG-13,Documentary,"Feb 3, 2017"
Let There Be Light,"$7,233,471",N/A,"$7,233,471",Atlas Distribution Company,"$1,729,535",774 theaters,N/A,PG-13,Drama,N/A
Gold,"$7,227,038","$7,653,901","$14,880,939",The Weinstein Company,"$3,471,316","2,166 theaters",N/A,R,"Crime, Drama","Jan 27, 2017"
Jackie,"$13,960,394","$15,817,383","$29,777,777",Fox Searchlight Pictures,"$278,715",508 theaters,N/A,R,"Biography, Drama, History","Dec 2, 2016"
The Space Between Us,"$7,885,294","$8,195,181","$16,080,475",STX Entertainment,"$3,775,596","2,812 theaters","$30,000,000",PG-13,"Drama, Romance, Sci-Fi","Feb 3, 2017"
A Cure for Wellness,"$8,106,986","$18,513,016","$26,620,002",Twentieth Century Fox,"$4,356,941","2,704 theaters","$40,000,000",R,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller","Feb 17, 2017"
The Promise,"$8,224,288","$4,224,388","$12,448,676",Open Road Films (II),"$4,095,718","2,251 theaters","$90,000,000",PG-13,"Action, Adventure, Drama, History, War","Apr 21, 2017"
The Lost City of Z,"$8,580,410","$10,683,528","$19,263,938",Bleecker Street Media,"$110,175",866 theaters,N/A,PG-13,"Adventure, Biography, Drama",N/A
Arrival,"$100,546,139","$102,842,047","$203,388,186",Paramount Pictures,"$24,074,047","3,115 theaters","$47,000,000",PG-13,"Drama, Sci-Fi","Nov 11, 2016"
Rock Dog,"$9,420,546","$13,737,100","$23,157,646",Lionsgate,"$3,704,749","2,077 theaters",N/A,PG,"Adventure, Animation, Comedy, Family, Music","Feb 24, 2017"
Marshall,"$10,051,659","$65,157","$10,116,816",Open Road Films (II),"$3,000,805",821 theaters,"$12,000,000",PG-13,"Biography, Crime, Drama, History","Oct 13, 2017"
Thank You for Your Service,"$9,536,300","$459,392","$9,995,692",Universal Pictures,"$3,817,700","2,083 theaters","$20,000,000",R,"Biography, Drama, War","Oct 27, 2017"
The Belko Experiment,"$10,166,820","$917,810","$11,084,630",BH Tilt,"$4,137,230","1,341 theaters","$5,000,000",R,"Horror, Thriller","Mar 17, 2017"
